Rank,Title,Year,Rating,Runtime,Genre,User Rating,Metacritic
"13,470",Quantum Home,, , ,Sci-Fi, ,
"13,471",Zone 3 Exchange,, , ,Sci-Fi, ,
"13,472",Pandora,IV, , ,Sci-Fi, ,
"13,473",The Tethered Earth Wars,, , ,Sci-Fi, ,
"13,474",War of Eden: Volume III - The Garden,, , ,"Action, Adventure, Sci-Fi", ,
"13,475",The Red Yarn,, , ,"Drama, Mystery, Sci-Fi", ,
"13,476",Granfather's paradox,, , ,Sci-Fi, ,
"13,477",Nexo,2021, , ,"Action, Sci-Fi, Thriller", ,
"13,478",Ciemnosc (The Darkness),2019, ,90 min,Sci-Fi, ,
"13,479",Ripple,III, , ,Sci-Fi, ,
"13,480",The Unman: Shepard's Purse,, , ,Sci-Fi, ,
"13,481",Traveling,2009, ,46 min,"Comedy, Fantasy, Sci-Fi", ,
"13,482",Shrouded in Darkness,2016, ,46 min,"Crime, Drama, Horror", ,
"13,483",The Lutetia Paradox,, , ,Sci-Fi, ,
"13,484",Through the Moon,, , ,"Family, Fantasy, Sci-Fi", ,
"13,485",Untitled Monkeyshine/Ugly Brother Project,, , ,"Action, Comedy, Sci-Fi", ,
"13,486",Tight Genes,, , ,Sci-Fi, ,
"13,487",Dreamhaus,, , ,Sci-Fi, ,
"13,488",Day One,, , ,"Action, Sci-Fi", ,
"13,489",Intervention of 1945,2016, ,60 min,"Sci-Fi, War", ,
"13,490",Quarantined,I, , ,Sci-Fi, ,
"13,491",The Boxer Gate,, , ,"Mystery, Sci-Fi", ,
"13,492",Transbup,2009, ,50 min,Sci-Fi, ,
"13,493",Nantucket Deathmasters,2012, , ,Sci-Fi, ,
"13,494",The Indigo Project: Redemption,, , ,"Action, Adventure, Fantasy", ,
"13,495",Illuminati 2: The Battle in Space,2013, ,127 min,Sci-Fi,2.3,
"13,496",Tsurugi,2005, ,77 min,"Action, Sci-Fi", ,
"13,497",Mocosis,2014, ,71 min,"Adventure, Comedy, Sci-Fi", ,
"13,498",Untitled Sci-Fi Trilogy,, , ,"Action, Adventure, Sci-Fi", ,
"13,499",Sombras,I 2005, , ,Sci-Fi, ,
"13,500",Richter Asylum,, , ,"Adventure, Drama, Sci-Fi", ,
"13,501",Ravenmocker,, , ,"Mystery, Romance, Sci-Fi", ,
"13,502",Yesteryear,, , ,Sci-Fi, ,
"13,503",The V: Sacrifice of the Constellations,2011,Not Rated,144 min,"Adventure, Drama, Sci-Fi",7.4,
"13,504",Nodes,, , ,"Action, Sci-Fi", ,
"13,505",The n-Body Problem,, , ,Sci-Fi, ,
"13,506",Giants,III, , ,Sci-Fi, ,
"13,507",Montauk,VI, , ,Sci-Fi, ,
"13,508",The Bridge,IV 2013, ,75 min,"Sci-Fi, Thriller", ,
"13,509",A Girl and a Pig,, , ,Sci-Fi, ,
"13,510",Astronaut Academy,, , ,Sci-Fi, ,
"13,511","You Bark, I Bite",, ,122 min,"Crime, Sci-Fi, Thriller", ,
"13,512",The Steel Wind,, , ,Sci-Fi, ,
"13,513",2 Mars,2019, , ,Sci-Fi, ,
"13,514",Deviation,, , ,"Action, Sci-Fi", ,
"13,515",Mad Love,, , ,"Comedy, Romance, Sci-Fi", ,
"13,516",The Existence of Liberty White,, , ,Sci-Fi, ,
"13,517",Memory Lanes,, , ,"Mystery, Sci-Fi", ,
"13,518",Love(less),2010, ,146 min,"Romance, Sci-Fi", ,
"13,519",The Epic Adventures of Lakegirl,2012, ,92 min,"Adventure, Drama, Family", ,
"13,520",Xoris Elpida Epiviosis,2012, ,68 min,"Action, Horror, Sci-Fi",7.2,
"13,521",Gear Man,, , ,"Action, Sci-Fi", ,
"13,522",Destiny's Rebirth: Outcome of Parithium,, , ,Sci-Fi, ,
"13,523",Gateway to the Past Part 1,2015, ,87 min,"Sci-Fi, Thriller", ,
"13,524",The Shadow People,2002, ,88 min,Sci-Fi, ,
"13,525",Taste of Blood II,1986, , ,Sci-Fi, ,
"13,526",A Future Death,, , ,Sci-Fi, ,
"13,527",Lucidez,, , ,"Sci-Fi, Thriller", ,
"13,528",Hellfire Knight,, , ,Sci-Fi, ,
"13,529",Moon's Testament,, , ,Sci-Fi, ,
"13,530",Emocean,2015, ,68 min,Sci-Fi,8.3,
"13,531",House of Abandoned Robots,2011, ,85 min,"Drama, Sci-Fi", ,
"13,532",The Box of Sergius,2010, ,81 min,"Action, Fantasy, Sci-Fi", ,
"13,533",Divided Realities: The Veil,, , ,Sci-Fi, ,
"13,534",The Investigation of a Time Traveler,2013,Not Rated,60 min,"Sci-Fi, Thriller", ,
"13,535",The Last Run,, , ,"Action, Sci-Fi", ,
"13,536",Encounter Over Alaska,, , ,Sci-Fi, ,
"13,537",John Stone: Enter the Apocalypse,, , ,"Action, Sci-Fi, Thriller", ,
"13,538",The Parchene Conspiracy,2009, ,90 min,Sci-Fi,6.7,
"13,539",The Triangle Effect,, , ,"Drama, Mystery, Sci-Fi", ,
"13,540",I Future Past Present Now,, , ,"Action, Fantasy, Sci-Fi", ,
"13,541",It's from the Stars,, , ,Sci-Fi, ,
"13,542",F.O.,1989, , ,Sci-Fi, ,
"13,543",The Time That Time Forgot,, , ,"Adventure, Horror, Sci-Fi", ,
"13,544",Oversoul Lord,, , ,Sci-Fi, ,
"13,545",Nigerian Frequency,2013, ,60 min,"Comedy, Sci-Fi", ,
"13,546",The Sector,, , ,"Action, Drama, Sci-Fi", ,
"13,547",Strange Sounds,2014, ,54 min,"Horror, Mystery, Sci-Fi",3.6,
"13,548",In vivo,, , ,Sci-Fi, ,
"13,549",Don't Fade Away,, , ,Sci-Fi, ,
"13,550",Cyber Fighter,, , ,"Action, Sci-Fi", ,
"13,551",Ji xie lao die,, , ,"Comedy, Horror, Sci-Fi", ,
"13,552",Prodigy-man,2014, , ,Sci-Fi, ,
"13,553",Into the Alternate,2018, ,78 min,Sci-Fi, ,
"13,554",The Psychic Seal,, , ,"Fantasy, Sci-Fi", ,
"13,555",Reflections,V, , ,Sci-Fi, ,
"13,556",Singularity,I 2008, ,52 min,Sci-Fi, ,
"13,557",Assassin's Code,, , ,Sci-Fi, ,
"13,558",Invaders from Planet Zero,, ,75 min,Sci-Fi, ,
"13,559",Faces,VIII, , ,"Sci-Fi, Thriller", ,
"13,560",X Meeting,2009, ,83 min,"Drama, Sci-Fi", ,
"13,561",The Wish Kin,, , ,"Action, Adventure, Sci-Fi", ,
"13,562",Goliath,VI, , ,"Sci-Fi, War", ,
"13,563",Ocean Unknown,, , ,"Horror, Mystery, Sci-Fi", ,
"13,564",Garden,I 2010, ,87 min,"Drama, Romance, Sci-Fi", ,
"13,565",Ridi Pagliaccio,2012, ,93 min,"Drama, Sci-Fi", ,
"13,566",The Hereafter,, , ,"Action, Adventure, Sci-Fi", ,
"13,567",Spark,II, , ,"Sci-Fi, Thriller", ,
"13,568",Plan 17: The Purple King,2002, ,50 min,Sci-Fi,7.3,
"13,569",Aniken 47,, ,145 min,"Action, Sci-Fi", ,
"13,570",The Tragedy of Mister Geppetto,2008, ,83 min,"Drama, Mystery, Sci-Fi",7.2,
"13,571",When They Came,, , ,"Horror, Sci-Fi, Thriller", ,
"13,572",Space Rescue,2001, ,74 min,Sci-Fi, ,
"13,573",Precognito,, , ,Sci-Fi, ,
"13,574",Captain Harlock part 3,, , ,Sci-Fi, ,
"13,575",Reflections of the Sky,, , ,Sci-Fi, ,
"13,576",NouveauLyndia,2018, ,107 min,"Comedy, Fantasy, Sci-Fi", ,
"13,577",The Illum,, , ,"Action, Sci-Fi, Thriller", ,
"13,578",Mystery Brothers,, , ,Sci-Fi, ,
"13,579",Burning Darkness,2005,Not Rated,113 min,"Fantasy, Sci-Fi", ,
"13,580",Untitled Sci-Fi/Action Film,I, , ,"Action, Sci-Fi", ,
"13,581",Womanhattan,, , ,"Comedy, Romance, Sci-Fi", ,
"13,582",Olmu,, , ,Sci-Fi, ,
"13,583",Steam City,2015, ,47 min,"Adventure, Fantasy, Mystery", ,
"13,584",Space Engine,, , ,"Sci-Fi, Comedy", ,
"13,585",Neo-Machine Agents,, , ,"Animation, Action, Sci-Fi", ,
"13,586",The Earth is not our Home,, , ,"Drama, Sci-Fi", ,
"13,587",Fright Fighters,2013, , ,"Comedy, Horror, Sci-Fi", ,
"13,588",Ripped Genes,, , ,"Sci-Fi, Thriller", ,
"13,589",Stardust Memories: Discovery of Voyager,, , ,"Adventure, Fantasy, News", ,
"13,590",Havoc State,, , ,Sci-Fi, ,
"13,591",Dock 42,, , ,"Mystery, Sci-Fi", ,
"13,592",Det frusna Atlantis,1980, ,60 min,"Drama, Sci-Fi",3.6,
"13,593",No Ordinary Morning,, , ,Sci-Fi, ,
"13,594",Samjungseong,1991, , ,"Family, Sci-Fi",5.8,
"13,595",Multiverse,, , ,"Drama, Sci-Fi", ,
"13,596",Ubiquitous,II, , ,"Horror, Sci-Fi", ,
"13,597",Alien in the Park,2011,Not Rated, ,"Comedy, Sci-Fi",6.8,
"13,598",Control,XXII, , ,Sci-Fi, ,
"13,599",The Dress That Eats Souls,2018, , ,Sci-Fi, ,
"13,600",Divaandha,, , ,"Animation, Action, Sci-Fi", ,
"13,601",Princess Crusader,, , ,"Adventure, Fantasy, Musical", ,
"13,602",LEGACY ONE: LUANA,, , ,"Action, Adventure, Fantasy", ,
"13,603",Singularity,III, , ,"Drama, Sci-Fi, Thriller", ,
"13,604",Sage,, , ,Sci-Fi, ,
"13,605",Beta,2007, , ,"Drama, Sci-Fi",5.2,
"13,606",The Dynasty of Time,, , ,Sci-Fi, ,
"13,607",Time Travelers 3: The Fight for Freedom,2015, ,183 min,Sci-Fi, ,
"13,608",Grounded,VI, , ,Sci-Fi, ,
"13,609",The Chittering,, ,120 min,"Action, Adventure, Sci-Fi", ,
"13,610",Pig,V, , ,Sci-Fi, ,
"13,611",The Code of Dr. Jonathan Moses,, , ,Sci-Fi, ,
"13,612",Origins III: Destiny,2012, , ,"Action, Drama, Sci-Fi",6.2,
"13,613",Runners,VIII, , ,"Action, Horror, Sci-Fi", ,
"13,614",Chryzinium,, , ,"Drama, Sci-Fi", ,
"13,615",Derek's Farm,, , ,"Comedy, Horror, Sci-Fi", ,
"13,616",The Three Lives of Valerie Park,, , ,"Drama, Sci-Fi", ,
"13,617",Shadow Runner,II, , ,Sci-Fi, ,
"13,618",Montauk,V, , ,Sci-Fi, ,
"13,619",Our World,, , ,Sci-Fi, ,
"13,620",Untitled Billy Rokos Feature Film,, , ,"Crime, Sci-Fi", ,
"13,621",Bust a Gut,, , ,"Mystery, Sci-Fi, Thriller", ,
"13,622",Destiny's Rebirth: Reign of Roses,, , ,Sci-Fi, ,
"13,623",Transolar Galactica,2011, , ,"Comedy, Sci-Fi",6.8,
"13,624",Destiny's Rebirth: Elements' Edge,, , ,Sci-Fi, ,
"13,625",Home Recordings,2006, , ,Sci-Fi, ,
"13,626",The Singularity War,, , ,Sci-Fi, ,
"13,627",Indigo,, , ,Sci-Fi, ,
"13,628",Darwinism,, , ,Sci-Fi, ,
"13,629",Time Tweaker,, , ,Sci-Fi, ,
"13,630",The Other World - Darker Vers Realm Systems,, , ,"Action, Adventure, Fantasy", ,
"13,631",Transmission,I 2010, ,54 min,"Drama, Sci-Fi", ,
"13,632",Somniator,, , ,"Action, Sci-Fi", ,
"13,633",Hell is Back,, ,90 min,"Horror, Sci-Fi, Thriller", ,
"13,634",Harmonia,IV, , ,Sci-Fi, ,
"13,635",Vaginator: Dawn of the Bitches,2018, ,49 min,"Action, Comedy, Sci-Fi", ,
"13,636",Children of the Storm,, , ,"Sci-Fi, Thriller", ,
"13,637",Cryo,I, , ,Sci-Fi, ,
"13,638",Window,, , ,Sci-Fi, ,
"13,639",Eagle,, , ,"Adventure, Sci-Fi", ,
"13,640",Proper Man,2011, ,60 min,"Comedy, Drama, Fantasy", ,
"13,641",2001 Inventor,1991, , ,Sci-Fi, ,
"13,642",Shadow Falls Memorial,2009, ,80 min,"Action, Fantasy, Horror",4.3,
"13,643",The Fear of Darkness,, , ,"Horror, Sci-Fi", ,
"13,644",La fibra del dolore,1919, , ,"Horror, Sci-Fi", ,
"13,645",Incursion,III, , ,"Horror, Sci-Fi", ,
"13,646",My Hypnotic Beyond,2016, , ,Sci-Fi, ,
"13,647",Spooky Warms the Heart,2012, , ,Sci-Fi, ,
"13,648",Universe Witness Protection Program,, , ,Sci-Fi, ,
"13,649",The Common Sense,2014, , ,Sci-Fi, ,
"13,650",Aion 1,, , ,"Drama, Sci-Fi", ,
"13,651",The 9 O'Clock Horsemen,, , ,"Drama, Fantasy, Sci-Fi", ,
"13,652",The Colony: The Sword of Spirit,, , ,Sci-Fi, ,
"13,653",Guardian Ship,, , ,Sci-Fi, ,
"13,654",GodMan,, , ,"Action, Fantasy, Sci-Fi", ,
"13,655",Alien Possession,I, , ,Sci-Fi, ,
"13,656",Untitled Ghost Towns Project,, , ,"Adventure, Sci-Fi", ,
"13,657",Nomad,IV, ,120 min,"Horror, Romance, Sci-Fi", ,
"13,658",Future Plains,, , ,Sci-Fi, ,
"13,659",Garage,I, , ,"Comedy, Sci-Fi", ,
"13,660",Penny Man,, , ,"Sci-Fi, Thriller", ,
"13,661",Children of Others,, , ,Sci-Fi, ,
"13,662",Asterion,, , ,Sci-Fi, ,
"13,663",Alieni a Ponte Mammolo,2008, ,65 min,Sci-Fi,2.9,
"13,664",Metal,2001, ,90 min,"Drama, Sci-Fi",6.1,
"13,665",Nexus,V, , ,"Drama, Sci-Fi", ,
"13,666",Intelligent Life,II, , ,Sci-Fi, ,
"13,667",Retrieval,2013, ,106 min,"Action, Sci-Fi, Thriller",7.1,
"13,668",Untitled Marcellus White Project,, , ,"Action, Fantasy, Sci-Fi", ,
"13,669",Theta,III, , ,Sci-Fi, ,
"13,670",Cowboy 44,, , ,"Horror, Sci-Fi, Thriller", ,
"13,671",Catalyst,IX, , ,"Drama, Sci-Fi, Thriller", ,
"13,672",The Ikon,II, ,55 min,"Animation, Fantasy, Horror", ,
"13,673","Black Hole, Wyoming",2011, ,111 min,"Comedy, Sci-Fi", ,
"13,674",The Null Zone: Episode One: Janus,2016, ,57 min,"Action, Adventure, Family", ,
"13,675",The Nebula Dawn,2006, ,54 min,"Action, Fantasy, Horror",4.9,
"13,676",Cased,, ,80 min,Sci-Fi, ,
"13,677",RoboReagan,, , ,Sci-Fi, ,
"13,678",The Panacea Project,, , ,Sci-Fi, ,
"13,679",6000 Years,, , ,Sci-Fi, ,
"13,680",Diaspora,II, , ,"Drama, Sci-Fi, Thriller", ,
"13,681",Suicide Run,, , ,"Drama, Horror, Sci-Fi", ,
"13,682",Vladimir Günstig - Eine trojanische Affäre,2000, ,98 min,"Comedy, Sci-Fi", ,
"13,683",BuzzKill,, , ,Sci-Fi, ,
"13,684",A Distant World,, , ,Sci-Fi, ,
"13,685",SG4 Uprising,, , ,Sci-Fi, ,
"13,686",Red Earth,I, , ,Sci-Fi, ,
"13,687",When London Sleeps It Came Alive,2010, ,74 min,"Comedy, Sci-Fi",4.5,
"13,688",Juntos,III, , ,"Sci-Fi, Thriller", ,
"13,689",Technicians,, , ,Sci-Fi, ,
"13,690",The Children,, , ,Sci-Fi, ,
"13,691",Spacegen,, , ,Sci-Fi, ,
"13,692",Dark of Titan,, , ,Sci-Fi, ,
"13,693",Gray's Eden,, , ,"Sci-Fi, Thriller", ,
"13,694",Depth of Time,, , ,Sci-Fi, ,
"13,695",The Dark Epic,, , ,Sci-Fi, ,
"13,696",Bjorn,2018, , ,Sci-Fi, ,
"13,697",Loveless,III, , ,Sci-Fi, ,
"13,698",In the Beginning: The Epic of the Anunnaki,, , ,Sci-Fi, ,
"13,699",The Miraculous Journey of Patrick Foresight,, , ,"Comedy, Musical, Sci-Fi", ,
"13,700",Hunnymoon,, , ,"Drama, Musical, Sci-Fi", ,
"13,701",Head Games,I, , ,Sci-Fi, ,
"13,702",Der Imagonaut,2014, ,48 min,Sci-Fi, ,
"13,703",Only Human,II 2012, , ,"Fantasy, Sci-Fi", ,
"13,704",El fotoviaje de Carla,2018, ,51 min,"Animation, Drama, Fantasy", ,
"13,705",Untitled Project,LVIII, , ,"Sci-Fi, Thriller", ,
"13,706",Rogue,XIII, , ,Sci-Fi, ,
"13,707",17 Nonillions Dollars USA Luxury Cesium Luxurious Plant's $Cheque,2012, ,51 min,Sci-Fi, ,
"13,708",Arena,I, , ,"Action, Sci-Fi", ,
"13,709",Title Unknown,, , ,Sci-Fi, ,
"13,710",Sampson vs the Supreme Dictator from Outer Space,1986, ,59 min,"Action, Fantasy, Sci-Fi", ,
"13,711",The Mermaid Prophecy,, , ,Sci-Fi, ,
"13,712",Beyond the Deep,2014, ,80 min,"Drama, Romance, Sci-Fi", ,
"13,713",The Atavists,, , ,Sci-Fi, ,
"13,714",Aliens,2014, ,88 min,"Comedy, Mystery, Sci-Fi",2.5,
"13,715",Two Faces of a Patriot,, , ,Sci-Fi, ,
"13,716",Toliman,2014, ,76 min,"Drama, Sci-Fi", ,
"13,717",The Super Femmes,2014, ,90 min,"Comedy, Sci-Fi", ,
"13,718",It Came from Over Yonder,2008, ,82 min,"Comedy, Sci-Fi",4.9,
"13,719",The Eclipse of Darkness,, , ,Sci-Fi, ,
"13,720",Romeo and Juliet Apocalypse,, , ,Sci-Fi, ,
"13,721",Alien Interferenze (Interference),, ,120 min,Sci-Fi, ,
"13,722",Epsilon,II, , ,Sci-Fi, ,
"13,723",Benvenuti a Fuocofatuo,2011, , ,"Comedy, Horror, Sci-Fi",4.1,
"13,724",The Sydical Tape,, ,45 min,Sci-Fi, ,
"13,725",Brahma: The Future Returns,, , ,Sci-Fi, ,
"13,726",Anak ng kidlat,1959, , ,"Action, Sci-Fi",7.2,
"13,727",Have You Seen,2009, ,73 min,Sci-Fi, ,
"13,728",Perfect Information World,, , ,Sci-Fi, ,
"13,729",Path,II, , ,"Drama, Romance, Sci-Fi", ,
"13,730",Q,IV, , ,Sci-Fi, ,
"13,731",Gone,III, , ,"Action, Adventure, Family", ,
"13,732",Refraction,I, , ,"Sci-Fi, Thriller", ,
"13,733",The Cut,I, , ,"Adventure, Sci-Fi", ,
"13,734",The Roxchild,, , ,Sci-Fi, ,
"13,735",Shadows,X, , ,"Action, Sci-Fi, Thriller", ,
"13,736",The Third World,, , ,Sci-Fi, ,
"13,737",The First Four,, , ,Sci-Fi, ,
"13,738",How to UnMake Cyberbullying,2015, ,76 min,"Adventure, Family, Sci-Fi", ,
"13,739",T.O.R.R. Dawn of the Red,2011, ,70 min,"Action, Horror, Sci-Fi",4.0,
"13,740",Swanland,2008, ,64 min,Sci-Fi, ,
"13,741",Exit Space,, , ,Sci-Fi, ,
"13,742","The Rejects, Book 2: Uprising",, , ,"Action, Adventure, Comedy", ,
"13,743",She's Not Me,, , ,Sci-Fi, ,
"13,744",This Time Tomorrow,2010, ,69 min,"Drama, Sci-Fi, Thriller", ,
"13,745",EXTeam,, , ,"Animation, Action, Adventure", ,
"13,746",Adam's Run,2016, ,53 min,"Drama, Music, Musical", ,
"13,747",Stealth Edge,2017,R, ,"Action, Adventure, Fantasy", ,
"13,748",Ginga Patrol Jaco,, , ,"Action, Comedy, Sci-Fi", ,
"13,749",Burgerface vs. Count Blackula in 4D! Act II,, , ,"Action, Comedy, Music", ,
"13,750",Pangea,, , ,Sci-Fi, ,
"13,751",Neptune,II, , ,Sci-Fi, ,
"13,752",Guardian Peacemaker,, , ,"Action, Adventure, Fantasy", ,
"13,753",As God Gloats,, , ,"Crime, Drama, Fantasy", ,
"13,754",Fear,VII, ,73 min,"Horror, Mystery, Sci-Fi", ,
"13,755",UFO Charlie,2012, , ,Sci-Fi, ,
"13,756",Nightmare in Russia,2017, ,63 min,"Action, Adventure, Horror",1.9,
"13,757",Kontakt,II 2005, ,67 min,"Drama, Romance, Sci-Fi",5.5,
"13,758",Queen by Allstars U.S.A Entertainment,2019, , ,"Family, Fantasy, Musical", ,
"13,759",Misandria,, , ,Sci-Fi, ,
"13,760",The Participants,2015, ,74 min,"Drama, Sci-Fi", ,
"13,761",The Activist,, , ,Sci-Fi, ,
"13,762",Pasar Senggol Damai,, , ,Sci-Fi, ,
"13,763",The Blue Light,, , ,Sci-Fi, ,
"13,764",Archaea,, , ,Sci-Fi, ,
"13,765",Cozpar: All for One,2017, ,57 min,Sci-Fi, ,
"13,766",Float,II, , ,Sci-Fi, ,
"13,767",The Black Circle,, , ,"Crime, Mystery, Sci-Fi", ,
"13,768",Red Coat,, , ,"Action, Crime, Sci-Fi", ,
"13,769",The 4th Dimensional World,, , ,Sci-Fi, ,
"13,770",Little Red and the Rhode Island Strangler,2015, ,71 min,"Adventure, Drama, Sci-Fi", ,
"13,771",High Strange,, ,118 min,"Drama, Sci-Fi", ,
"13,772",Atmo HorroX,2016, ,101 min,"Comedy, Horror, Mystery",6.6,
"13,773",Minus Zero,, , ,Sci-Fi, ,
"13,774",Space Love,2003, , ,Sci-Fi, ,
"13,775",Tom Corbett: Space Cadet,, , ,"Action, Adventure, Sci-Fi", ,
"13,776",Shift,X, , ,Sci-Fi, ,
"13,777",Gideon's Stand,, , ,Sci-Fi, ,
"13,778",Noctivagant,2003, , ,"Drama, Action, Fantasy",7.0,
"13,779",Atomic Assassin,, , ,"Action, Sci-Fi, Thriller", ,
"13,780",Outsiders,VI, , ,"Drama, Sci-Fi", ,
"13,781",Hunter A.,, , ,Sci-Fi, ,
"13,782",Why I Eat Bread,2016, ,97 min,"Drama, Fantasy, Sci-Fi", ,
"13,783",Inanna,, , ,Sci-Fi, ,
"13,784",Those Last Moments,, , ,"Action, Sci-Fi, Thriller", ,
"13,785",Infiltrator project,, , ,"Action, Sci-Fi", ,
"13,786",U.F.O.,II, , ,Sci-Fi, ,
"13,787",Get Claused,, , ,"Action, Comedy, Crime", ,
"13,788",Cold Blooded,I, , ,Sci-Fi, ,
"13,789",Oracle: Myth of the Will,II, , ,Sci-Fi, ,
"13,790",Trappist 1 F Human Renaissance,, , ,Sci-Fi, ,
"13,791",The Healing,I, , ,"Action, Sci-Fi", ,
"13,792",Death Hair,2007, ,65 min,"Comedy, Horror, Romance", ,
"13,793",Journey to the Center of the Internet,, , ,"Comedy, Sci-Fi", ,
"13,794",Intelligent Valley,, , ,"Action, Drama, Sci-Fi", ,
"13,795",Untitled James Seyer Sci Fi Project,, , ,"Horror, Sci-Fi", ,
"13,796",Nostradamus Mission 2: Descendant Unleashed,, , ,Sci-Fi, ,
"13,797",De apparatspott,1999, ,98 min,Sci-Fi,5.8,
"13,798",Juliet and her Romeo,, , ,"Drama, Romance, Sci-Fi", ,
"13,799",Forgotten Kingdom,2014, ,98 min,"Action, Sci-Fi", ,
"13,800",The King of Plagues,, , ,Sci-Fi, ,
"13,801",A.E.,, , ,Sci-Fi, ,
"13,802",Orbit,IX, , ,Sci-Fi, ,
"13,803",The Dreamer,II 2011, ,48 min,Sci-Fi, ,
"13,804",Interferencia,2018, , ,Sci-Fi, ,
"13,805",El lejano contrapeso de los astros,, , ,Sci-Fi, ,
"13,806",The Molers: Searching for the Mole People,2013, ,57 min,"Comedy, Fantasy, Sci-Fi", ,
"13,807",Krov skitaltsa,, , ,"Action, Drama, Fantasy", ,
"13,808",The Last Day of Rain,, , ,Sci-Fi, ,
"13,809",Triangle,III, , ,"Action, Adventure, Sci-Fi", ,
"13,810",Starchild,, , ,"Mystery, Sci-Fi", ,
"13,811",CAMEO'n Me,2015, ,50 min,"Drama, Family, Fantasy", ,
"13,812",The Emissary,II, , ,"Drama, Sci-Fi", ,
"13,813",Al is in Wonderland,, , ,Sci-Fi, ,
"13,814",Directions to Your Room,2018, ,77 min,"Drama, Sci-Fi, Western", ,
"13,815",GodKind,, , ,Sci-Fi, ,
"13,816",Tomorrowless,, , ,Sci-Fi, ,
"13,817",Bonnie,2018,TV-14,53 min,Sci-Fi, ,
"13,818",Paradigm Grey,2018, ,111 min,"Fantasy, Horror, Sci-Fi", ,
"13,819",Memorial,I, , ,Sci-Fi, ,
"13,820",The Bridge Builder,, , ,Sci-Fi, ,
"13,821",One Hour Left: The Lookout,2018, , ,Sci-Fi, ,
"13,822",Things Are Looking Up,, , ,Sci-Fi, ,
"13,823",The Dust,, , ,Sci-Fi, ,
"13,824",Break Glass in Case Of...,2013, ,106 min,"Adventure, Comedy, Sci-Fi", ,
"13,825",Backspin',, , ,"Comedy, Drama, Sci-Fi", ,
"13,826",Shambhala,II, , ,"Drama, Sci-Fi", ,
"13,827",The Bright Midnight,, , ,"Crime, Drama, Mystery", ,
"13,828",Stalking (Devenez prédateur),2015, ,51 min,Sci-Fi, ,
"13,829",New Earth,, , ,"Action, Sci-Fi, Thriller", ,
"13,830",Dian zi xiao fei xia,1978, , ,"Adventure, Sci-Fi", ,
"13,831",Hidden,III, , ,Sci-Fi, ,
"13,832",Alien Game,2007, ,82 min,Sci-Fi,7.3,
"13,833",The Digital Shaman,, , ,Sci-Fi, ,
"13,834",Gomer and Ed Lost in Space,2000, ,60 min,"Action, Comedy, Sci-Fi",7.2,
"13,835",Freedom War,, , ,Sci-Fi, ,
"13,836",Slicers,, , ,Sci-Fi, ,
"13,837",Time Jacked,, , ,Sci-Fi, ,
"13,838",Bolander Green Society,2015, ,80 min,"Comedy, Sci-Fi", ,
"13,839",Body Lost,, , ,"Romance, Sci-Fi, Thriller", ,
"13,840",Mortifera,2010, ,81 min,"Fantasy, Sci-Fi, Thriller",6.9,
"13,841",The Yogi,, , ,"Action, Adventure, Sci-Fi", ,
"13,842",8 July 1947,, , ,Sci-Fi, ,
"13,843",The Fusionist,, , ,"Drama, Sci-Fi, Thriller", ,
"13,844",Death & Tanya,2013, ,80 min,"Comedy, Sci-Fi", ,
"13,845",Dager fra 1000 år,1970, ,107 min,"Drama, Mystery, Sci-Fi",3.5,
"13,846",Windmill,, , ,"Adventure, Sci-Fi", ,
"13,847",Jadui Bandhan,1941, , ,"Fantasy, Sci-Fi", ,
"13,848",Keeper of the Necklace,2007,Not Rated,123 min,"Romance, Sci-Fi",7.5,
"13,849",The Boy from Outer Space,, , ,"Drama, Sci-Fi", ,
"13,850",Omega,I, , ,Sci-Fi, ,
"13,851",T.ves?,2004, ,85 min,Sci-Fi, ,
"13,852",Grounded,I 2016, ,83 min,"Drama, Mystery, Sci-Fi", ,
"13,853",Chronicon Z,2016, , ,"Adventure, Comedy, Sci-Fi", ,
"13,854",The Stones of Four Fires: Battle of the Flames,, , ,"Fantasy, Romance, Sci-Fi", ,
"13,855",Symphony Dark,2014, ,95 min,"Comedy, Drama, Romance",6.2,
"13,856",Debris,II, , ,Sci-Fi, ,
"13,857",Die Geschichte des Erdfernsehens,1995, ,64 min,Sci-Fi, ,
"13,858",Fight Music,, , ,Sci-Fi, ,
"13,859",Werewolves from Outer Space,2017, , ,Sci-Fi, ,
"13,860",Giuseppe's Progeny,, ,91 min,Sci-Fi, ,
"13,861",Life,I, , ,Sci-Fi, ,
"13,862",Treatment,I, , ,Sci-Fi, ,
"13,863",The Reminder,, , ,Sci-Fi, ,
"13,864",Be Useful,2019, ,397 min,Sci-Fi, ,
"13,865",Supernatural Selection,, , ,Sci-Fi, ,
"13,866",The STARSEED Incident,2004, ,80 min,Sci-Fi, ,
"13,867",The Tribe,I, , ,"Drama, Sci-Fi", ,
"13,868",Charon,IV, , ,Sci-Fi, ,
"13,869",Vakuum,I 2004, , ,Sci-Fi,5.9,
"13,870",Phoenix,IV, , ,Sci-Fi, ,
"13,871",Space Families,, , ,"Comedy, Drama, Sci-Fi", ,
"13,872",Reception,, , ,"Drama, Sci-Fi", ,
"13,873",Platinum X,, , ,"Sci-Fi, Thriller", ,
"13,874",God's Matrix,, , ,Sci-Fi, ,
"13,875",The Hologram,, , ,"Action, Fantasy, Sci-Fi", ,
